KeyWords,DOI,abstract,category,type,public_date,fund,author,jounary,author info,title
作者关键词:SARS-CoV-2; antiviral agents; coronavirus,e00399-20,"摘要
Currently, the expansion of the novel human respiratory coronavirus (known as SARS-CoV-2 [severe acute respiratory syndrome coronavirus 2], COVID-2019 [coronavirus disease 2019], or 2019-nCoV [2019 novel coronavirus]) has stressed the need for therapeutic alternatives to alleviate and stop this new epidemic. The previous epidemics of infections by high-morbidity human coronaviruses, such as SARS-CoV in 2003 and the Middle East respiratory syndrome coronavirus (MERS-CoV) in 2012, prompted the characterization of compounds that could be potentially active against the currently emerging novel coronavirus, SARS-CoV-2. The most promising compound is remdesivir (GS-5734), a nucleotide analog prodrug currently in clinical trials for treating Ebola virus infections. Remdesivir inhibited the replication of SARS-CoV and MERS-CoV in tissue cultures, and it displayed efficacy in nonhuman animal models. In addition, a combination of the human immunodeficiency virus type 1 (HIV-1) protease inhibitors lopinavir/ritonavir and interferon beta (LPV/RTV-IFN-beta) was shown to be effective in patients infected with SARS-CoV. LPV/RTV-IFN-beta also improved clinical parameters in marmosets and mice infected with MERS-CoV. Remarkably, the therapeutic efficacy of remdesivir appeared to be superior to that of LPV/RTV-IFN-beta against MERS-CoV in a transgenic humanized mouse model. The relatively high mortality rates associated with these three novel human coronavirus infections, SARS-CoV, MERS-CoV, and SARS-CoV-2, have suggested that proinflammatory responses might play a role in the pathogenesis. It remains unknown whether the generated inflammatory state should be targeted. Therapeutics that target the coronavirus alone might not be able to reverse highly pathogenic infections. This minireview aims to provide a summary of therapeutic compounds that have shown potential in fighting SARS-CoV-2 infections.",研究方向:Microbiology; Pharmacology & Pharmacy,文献类型:Review,出版年: MAY 2020,Spanish Government,"作者:Martinez, MA (Angel Martinez, Miguel)",ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,,Compounds with Therapeutic Potential against Novel Respiratory 2019 Coronavirus
,10.1016/j.jinf.2020.02.019,,研究方向:Infectious Diseases,文献类型:Letter,出版年: MAY 2020,National Natural Science Foundation of China,"作者:Fu, XM (Fu, Xinmiao)[ 1 ] ; Ying, Q (Ying, Qi)[ 2 ] ; Zeng, TY (Zeng, Tieyong)[ 3 ] ; Long, T (Long, Tao)[ 4 ] ; Wang, Y (Wang, Yan)[ 1 ]",JOURNAL OF INFECTION,"Fujian Normal Univ, Coll Life Sci, Prov Univ Key Lab Cellular Stress Response & Meta, Qishan Campus,Room 214,Ligong Bldg, Fuzhou 350117, Fujian, Peoples R China.
[ 1 ] Fujian Normal Univ, Coll Life Sci, Prov Univ Key Lab Cellular Stress Response & Meta, Qishan Campus,Room 214,Ligong Bldg, Fuzhou 350117, Fujian, Peoples R China
[ 2 ] Texas A&M Univ, Dept Civil & Environm Engn, College Stn, TX 77843 USA
[ 3 ] Chinese Univ Hong Kong, Dept Math, Shatin, Hong Kong 99999, Peoples R China
[ 4 ] Minist Ecol & Environm, Nanjing Inst Environm Sci, Beijing, Peoples R China
",Simulating and forecasting the cumulative confirmed cases of SARS-CoV-2 in China by Boltzmann function-based regression analyses
,10.1016/j.jinf.2020.02.011,,研究方向:Infectious Diseases,文献类型:Letter,出版年: MAY 2020,,"作者:Feng, ZH (Feng, Zhan-hui)[ 1 ] ; Cheng, YR (Cheng, Yong-ran)[ 2,3 ] ; Chen, J (Chen, Juan)[ 4 ] ; Ye, L (Ye, Lan)[ 5 ] ; Zhou, MY (Zhou, Meng-Yun)[ 3 ] ; Wang, MW (Wang, Ming-Wei)[ 4 ]",JOURNAL OF INFECTION,"Hangzhou Normal Univ, Affiliated Hosp, Hangzhou 310015, Peoples R China.
[ 1 ] Guizhou Med Univ, Affiliated Hosp, Dept Neurol, Guiyang, Peoples R China
[ 2 ] Zhejiang Acad Med Sci, Hangzhou 310012, Peoples R China
[ 3 ] Hangzhou Med Coll, Hangzhou 311300, Peoples R China
[ 4 ] Hangzhou Normal Univ, Affiliated Hosp, Hangzhou 310015, Peoples R China
[ 5 ] Guizhou Med Univ, Basic Med Coll, Guiyang 550004, Guizhou, Peoples R China
",Chinese medical personnel against the 2019-nCoV
作者关键词:SARS-CoV-2; COVID-19; 2019-nCoV; Chloroquine; Antiviral,UNSP 104762,"摘要
Recent publications have brought attention to the possible benefit of chloroquine, a broadly used antimalarial drug, in the treatment of patients infected by the novel emerged coronavirus (SARS-CoV-2). The scientific community should consider this information in light of previous experiments with chloroquine in the field of antiviral research.",研究方向:Pharmacology & Pharmacy; Virology,文献类型:Review,出版年: MAY 2020,,"作者:Touret, F (Touret, Franck)[ 1 ] ; de Lamballerie, X (de lamballerie, Xavier)[ 1 ]",ANTIVIRAL RESEARCH,"Aix Marseille Univ, IHU Mediterranee Infect, UVE, INSERM 1207,IRD 190, F-13005 Marseille, France.
[ 1 ] Aix Marseille Univ, IHU Mediterranee Infect, UVE, INSERM 1207,IRD 190, F-13005 Marseille, France
",Of chloroquine and COVID-19
,MAY 2020,,研究方向:Pharmacology & Pharmacy,文献类型:Editorial Material,出版年: MAY 2020,,作者:[Anonymous],CLINICAL PHARMACOLOGY & THERAPEUTICS,,2019-nCoV May Bind to Angiotensin-Converting Enzyme 2 (ACE2)
作者关键词:bats; coronavirus; epidemic; Sarbecovirus; Traditional Chinese Medicine; whole-genome comparison; zoonosis,10.1111/lam.13285,"摘要
The current outbreak of a novel severe acute respiratory syndrome-like coronavirus, 2019_nCoV (now named SARS-CoV-2), illustrated difficulties in identifying a novel coronavirus and its natural host, as the coding sequences of various Betacoronavirus species can be highly diverse. By means of whole-genome sequence comparisons, we demonstrate that the noncoding flanks of the viral genome can be used to correctly separate the recognized four betacoronavirus subspecies. The conservation would be sufficient to define target sequences that could, in theory, classify novel virus species into their subspecies. Only 253 upstream noncoding sequences of Sarbecovirus are sufficient to identify genetic similarities between species of this subgenus. Furthermore, it was investigated which bat species have commercial value in China, and would thus likely be handled for trading purposes. A number of coronavirus genomes have been published that were obtained from such bat species. These bats are used in Traditional Chinese Medicine, and their handling poses a potential risk to cause zoonotic coronavirus epidemics.

Significance and Impact of the Study The noncoding upstream and downstream flanks of coronavirus genomes allow for rapid classification of novel Betacoronavirus species and correct identification of genetic relationships. Although bats are the likely natural host of 2019_nCoV, the exact bat species that serves as the natural host of the virus remains as yet unknown. Chinese bat species with commercial value were identified as natural reservoirs of coronaviruses and are used in Traditional Chinese Medicine. Since their trading provides a potential risk for spreading zoonoses, a change in these practices is highly recommended.",研究方向:Biotechnology & Applied Microbiology; Microbiology,文献类型:Article,出版年: MAY 2020,,"作者:Wassenaar, TM (Wassenaar, T. M.)[ 1 ] ; Zou, Y (Zou, Y.)[ 2 ]",LETTERS IN APPLIED MICROBIOLOGY,"Mol Microbiol & Genom Consultants, Tannenstr 7, D-55576 Zotzenheim, Germany.
[ 1 ] Mol Microbiol & Genom Consultants, Tannenstr 7, D-55576 Zotzenheim, Germany
[ 2 ] SciPaperEdit, Wuhan, Peoples R China
",2019_nCoV/SARS-CoV-2: rapid classification of betacoronaviruses and identification of Traditional Chinese Medicine as potential origin of zoonotic coronaviruses
作者关键词:child; clinical features; COVID-19; infection; tomography,10.1002/ppul.24718,"摘要
Purpose To discuss the different characteristics of clinical, laboratory, and chest computed tomography (CT) in pediatric patients from adults with 2019 novel coronavirus (COVID-19) infection.

Methods The clinical, laboratory, and chest CT features of 20 pediatric inpatients with COVID-19 infection confirmed by pharyngeal swab COVID-19 nucleic acid test were retrospectively analyzed during 23 January and 8 February 2020. The clinical and laboratory information was obtained from inpatient records. All the patients were undergone chest CT in our hospital.

Results Thirteen pediatric patients (13/20, 65%) had an identified history of close contact with COVID-19 diagnosed family members. Fever (12/20, 60%) and cough (13/20, 65%) were the most common symptoms. For laboratory findings, procalcitonin elevation (16/20, 80%) should be pay attention to, which is not common in adults. Coinfection (8/20, 40%) is common in pediatric patients. A total of 6 patients presented with unilateral pulmonary lesions (6/20, 30%), 10 with bilateral pulmonary lesions (10/20, 50%), and 4 cases showed no abnormality on chest CT (4/20, 20%). Consolidation with surrounding halo sign was observed in 10 patients (10/20, 50%), ground-glass opacities were observed in 12 patients (12/20, 60%), fine mesh shadow was observed in 4 patients (4/20, 20%), and tiny nodules were observed in 3 patients (3/20, 15%).

Conclusion Procalcitonin elevation and consolidation with surrounding halo signs were common in pediatric patients which were different from adults. It is suggested that underlying coinfection may be more common in pediatrics, and the consolidation with surrounding halo sign which is considered as a typical sign in pediatric patients.",研究方向:Pediatrics; Respiratory System,文献类型:Article,出版年: MAY 2020,,"作者:Xia, W (Xia, Wei)[ 1 ] ; Shao, JB (Shao, Jianbo)[ 1 ] ; Guo, Y (Guo, Yu)[ 1 ] ; Peng, XH (Peng, Xuehua)[ 1 ] ; Li, Z (Li, Zhen)[ 2 ] ; Hu, DY (Hu, Daoyu)[ 2 ]",PEDIATRIC PULMONOLOGY,"Huazhong Univ Sci & Technol, Tongji Med Coll, Wuhan Maternal & Child Healthcare Hosp, Dept Imaging Ctr,Wuhan Childrens Hosp, Wuhan 430015, Hubei, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Tongji Med Coll, Wuhan Maternal & Child Healthcare Hosp, Dept Imaging Ctr,Wuhan Childrens Hosp, Wuhan 430015, Hubei, Peoples R China
[ 2 ] Huazhong Univ Sci & Technol, Dept Radiol, Tongji Med Coll, Tongji Hosp, Wuhan, Hubei, Peoples R China
",Clinical and CT features in pediatric patients with COVID-19 infection: Different points from adults
作者关键词:2019-nCoV; Prediction; Numbers of the accumulative confirmed patients (NACP); Plateau phase; Inflection points (IPs),10.1007/s11571-020-09588-4,"摘要
In the present study, I propose a novel fitting method to describe the outbreak of 2019-nCoV in China. The fitted data were selected carefully from the non-Hubei part and Hubei Province of China respectively. For the non-Hubei part, the time period of data collection corresponds from the beginning of the policy of isolation to present day. But for Hubei Province, the subjects of Wuhan City and Hubei Province were included from the time of admission to the Huoshenshan Hospital to present day in order to ensure that all or the majority of the confirmed and suspected patients were collected for diagnosis and treatment. The employed basic functions for fitting are the hyperbolic tangent functions tanhsince in these cases the 2019-nCoV is just an epidemic. Subsequently, the 2019-nCoV will initially expand rapidly and tend to disappear. Therefore, the numbers of the accumulative confirmed patients in different cities, provinces and geographical regions will initially increase rapidly and subsequently stabilize to a plateau phase. The selection of the basic functions for fitting is crucial. In the present study, I found that the hyperbolic tangent functions tanh(.) could satisfy the aforementioned properties. By this novel method, I can obtain two significant results. They base on the conditions that the rigorous isolation policy is executed continually. Initially, I can predict the numbers very accurately of the cumulative confirmed patients in different cities, provinces and parts in China, notably, in Wuhan City with the smallest relative error estimated to 0.021%, in Hubei Province with the smallest relative error estimated to 0.012%and in the non-Hubei part of China with the smallest relative error of 0.195% in the short-term period of infection. In addition, perhaps I can predict the times when the plateau phases will occur respectively in different regions in the long-term period of infection. Generally for the non-Hubei part of China, the plateau phase of the outbreak of the 2019-nCoV will be expected this March or at the end of this February. In the non-Hubei region of China it is expected that the epidemic will cease on the 30th of March 2020 and following this date no new confirmed patient will be expected. The predictions of the time of Inflection Points and maximum NACP for some important regions may be also obtained. A specific plan for the prevention measures of the 2019-nCoV outbreak must be implemented. This will involve the present returning to work and resuming production in China. Based on the presented results, I suggest that the rigorous isolation policy by the government should be executed regularly during daily life and work duties. Moreover, as many as possible the confirmed and suspected cases should be collected to diagnose or treat.",研究方向:Neurosciences & Neurology,文献类型:Article; Early Access,APR 2020,National Natural Science Foundation of China,"作者:Pei, LJ (Pei, Lijun)[ 1 ]",COGNITIVE NEURODYNAMICS,"Zhengzhou Univ, Sch Math & Stat, Zhengzhou 450001, Henan, Peoples R China.
[ 1 ] Zhengzhou Univ, Sch Math & Stat, Zhengzhou 450001, Henan, Peoples R China
",Prediction of numbers of the accumulative confirmed patients (NACP) and the plateau phase of 2019-nCoV in China
作者关键词:COVID-19 (2019-nCoV); SARS; MERS; Acute respiratory distress syndrome; Angiotensin converting enzyme 2; Lung immunopathology,10.1007/s10441-020-09382-z,"摘要
In this rapid commentary, a mini-review is given of the present state-of-knowledge regarding the etiology and epidemiology of the new coronavirus 2019-nCoV and the risks for developing Acute respiratory distress syndrome (ARDS). The available knowledge on the viral genomics, molecular biology and pathogenicity of viruses of the Coronaviridae family and other Nidovirales, forms a helpful template for understanding the present pandemic outbreak. However, important questions remain unanswered about the underlying mechanism causing the very high case fatality ratios (CFR) and mechanisms regarding severe reactions like ARDS, fatal cardiac and renal failures, associated with a number of important comorbidity factors. Immunological reactions to lung alveoles in particular (involving lung macrophages and alveolar epithelial cell damage) in late phase ARDS in SARS-like CoV diseases, so far may not have received enough attention. Finally a shortlist of questions for high priority further research is suggested.",研究方向:Mathematical & Computational Biology,文献类型:Review; Early Access,APR 2020,,"作者:Allaerts, W (Allaerts, Wilfried)[ 1 ]",ACTA BIOTHEORETICA,"Erasmus MC, Biol Publishing A&O & Immunol Dept, Rotterdam, Netherlands.
[ 1 ] Erasmus MC, Biol Publishing A&O & Immunol Dept, Rotterdam, Netherlands
",How Could This Happen? Narrowing Down the Contagion of COVID-19 and Preventing Acute Respiratory Distress Syndrome (ARDS)
,10.1002/jmv.25803,,研究方向:Virology,文献类型:Letter; Early Access,APR 2020,,"作者:Zhang, Q (Zhang, Qi)[ 1 ] ; Wang, YK (Wang, Yakun)[ 1 ] ; Qi, CS (Qi, Changsong)[ 1 ] ; Shen, L (Shen, Lin)[ 1 ] ; Li, J (Li, Jian)[ 1 ]",JOURNAL OF MEDICAL VIROLOGY,"Peking Univ Canc Hosp & Inst, Dept Gastrointestinal Oncol, Key Lab Carcinogenesis & Translat Res, Minist Educ, Fucheng Rd 52, Beijing 100142, Peoples R China.
[ 1 ] Peking Univ Canc Hosp & Inst, Dept Gastrointestinal Oncol, Key Lab Carcinogenesis & Translat Res, Minist Educ Beijing, Beijing, Peoples R China
","Response to ""Comments on 'Zhang et al: Clinical trial analysis of 2019-nCoV therapy registered in China'"""
作者关键词:COVID-19; sars-CoV-2; epidemiology,10.1080/09603123.2020.1747602,"摘要
There have been three major global outbreaks of acute respiratory disease caused by coronavirus in the last two decades. The ongoing Coronavirus Disease 2019 (COVID-19) first emerged in Wuhan, China, is the most dangerous, which spread to 163 countries and 6 continents and caused a major public health emergency worldwide. The outbreak is caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) originated from bats, which spreads rapidly from human to human. As of 17 March 2020, there have been 179,112 confirmed cases and 7426 deaths worldwide, with a mortality rate of 4.1%. There is currently no effective treatment or approved vaccine, so isolating the source of infection and blocking the routes of transmission is important. In this article, we summarized the worldwide epidemic trend of COVID-19 and discussed its epidemiological characteristics, prevention and control measures. We hope this article could provide experience and help for global epidemic prevention and control.","研究方向:Environmental Sciences & Ecology; Public, Environmental & Occupational Health",文献类型:Article; Early Access,APR 2020,,"作者:Yang, CL (Yang, Chenglei)[ 1 ] ; Qiu, X (Qiu, Xue)[ 2 ] ; Fan, HR (Fan, Haoran)[ 2 ] ; Jiang, M (Jiang, Mei)[ 2 ] ; Lao, XJ (Lao, Xiaojie)[ 3 ] ; Zeng, YK (Zeng, Yukeng)[ 2 ] ; Zhang, ZM (Zhang, Zhiming)[ 1 ]",INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,"71 Hedi Rd,Bldg 106, Nanning 530021, Guangxi, Peoples R China.
[ 1 ] Guangxi Med Univ, Dept Hepatobiliary Surg, Canc Hosp, Nanning, Guangxi, Peoples R China
[ 2 ] Guangxi Med Univ, Clin Med Sch 1, Nanning, Guangxi, Peoples R China
[ 3 ] Guangxi Med Univ, Dept Infect Dis, Affiliated Hosp 1, Nanning, Guangxi, Peoples R China
",Coronavirus disease 2019: reassembly attack of coronavirus
作者关键词:Coronavirus; Sequence analysis; Structure analysis; Molecular modeling,10.1016/j.bbrc.2020.02.071,"摘要
2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV. We performed a structural analysis of the receptor binding domain (RBD) of spike glycoprotein responsible for entry of coronaviruses into host cells. The RBDs from the two viruses share 72% identity in amino acid sequences, and molecular simulation reveals highly similar ternary structures. However, 2019-nCoV has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in SARS-CoV. Molecular modeling revealed that 2019-nCoV RBD has a stronger interaction with angiotensin converting enzyme 2 (ACE2). A unique phenylalanine F486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ACE2. ACE2 is widely expressed with conserved primary structures throughout the animal kingdom from fish, amphibians, reptiles, birds, to mammals. Structural analysis suggests that ACE2 from these animals can potentially bind RBD of 2019-nCoV, making them all possible natural hosts for the virus. 2019-nCoV is thought to be transmitted through respiratory droplets. However, since ACE2 is predominantly expressed in intestines, testis, and kidney, fecal-oral and other routes of transmission are also possible. Finally, antibodies and small molecular inhibitors that can block the interaction of ACE2 with RBD should be developed to combat the virus. (c) 2020 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",研究方向:Biochemistry & Molecular Biology; Biophysics,文献类型:Article,出版年: APR 23 2020,National Natural Science Foundation of China,"作者:Chen, Y (Chen, Yun)[ 1 ] ; Guo, Y (Guo, Yao)[ 1 ] ; Pan, YH (Pan, Yihang)[ 1 ] ; Zhao, ZJ (Zhao, Zhizhuang Joe)[ 1,2 ]",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,"Sun Yat Sen Univ, Affiliated Hosp 7, Precis Med Ctr, Edmond H Fischer Translat Med Res Lab, Shenzhen 518107, Guangdong, Peoples R China.
[ 1 ] Sun Yat Sen Univ, Affiliated Hosp 7, Precis Med Ctr, Edmond H Fischer Translat Med Res Lab, Shenzhen 518107, Guangdong, Peoples R China
[ 2 ] Univ Oklahoma, Dept Pathol, Hlth Sci Ctr, 940 Stanton L Young Blvd, Oklahoma City, OK 73104 USA
",Structure analysis of the receptor binding of 2019-nCoV
,10.1007/s00705-020-04628-0,"摘要
At the beginning of the 21st century, a new deadly infectious disease known as severe acute respiratory syndrome (SARS) was recognized as a global public health threat. Subsequently, ten years after the initial SARS cases occurred in 2002, new cases of another atypical respiratory disease caused worldwide concern. This disease became known as Middle East respiratory syndrome (MERS) and was even more lethal than SARS. Currently, history has repeated itself with the emergence of a new Chinese epidemic at the end of 2019. For this respiratory disease, called COVID-19, a novel coronavirus (SARS-CoV-2) was identified as the etiologic agent. In sum, SARS, MERS and COVID-19 are caused by recently discovered coronaviruses that cause flu-like illnesses, but with a clinical outcome that tends to be more severe. As a result of the current importance of coronaviruses in global public health, we conducted a review to summarize and update, above all, the epidemiological historical aspects of the three major diseases in humans caused by coronaviral infection.",研究方向:Virology,文献类型:Review; Early Access,APR 2020,National Council for Scientific and Technological Development (CNPq),"作者:da Costa, VG (da Costa, Vivaldo Gomes)[ 1 ] ; Moreli, ML (Moreli, Marcos Lazaro)[ 2 ] ; Saivish, MV (Saivish, Marielena Vogel)[ 2 ]",ARCHIVES OF VIROLOGY,"Univ Brasilia, Dept Cellular Biol, Brasilia, DF, Brazil.
Fed Univ Jatai, Special Acad Unit Hlth Sci, Jatai, Go, Brazil.
[ 1 ] Univ Brasilia, Dept Cellular Biol, Brasilia, DF, Brazil
[ 2 ] Fed Univ Jatai, Special Acad Unit Hlth Sci, Jatai, Go, Brazil
","The emergence of SARS, MERS and novel SARS-2 coronaviruses in the 21st century"
,10.7326/M20-0358,,研究方向:General & Internal Medicine,文献类型:Letter,出版年: APR 21 2020,,"作者:Tuite, AR (Tuite, Ashleigh R.)[ 1 ] ; Fisman, DN (Fisman, David N.)[ 1 ]",ANNALS OF INTERNAL MEDICINE,"Univ Toronto, Dalla Lana Sch Publ Hlth, Toronto, ON, Canada.
[ 1 ] Univ Toronto, Dalla Lana Sch Publ Hlth, Toronto, ON, Canada
","Reporting, Epidemic Growth, and Reproduction Numbers for the 2019 Novel Coronavirus (2019-nCoV) Epidemic"
,10.1002/cpt.1844,"摘要
An outbreak of 2019-nCoV infection in China has spread across the world. No specific antiviral drugs have been approved for the treatment of COVID-2019. In addition to the recommended antiviral drugs, such as interferon-& x251;, lopinavir/ritonavir, ribavirin, and chloroquine phosphate, some clinical trials focusing on virus RNA-dependent RNA polymerase (RdRp) inhibitors have been registered and initiated. Favipiravir, a purine nucleic acid analog and potent RdRp inhibitor approved for use in influenza, is also considered in several clinical trials. Herein, we summarized the pharmacokinetic characteristics of favipiravir and possible drug-drug interactions from the view of drug metabolism. We hope this will be helpful for the design of clinical trials for favipiravir in COVID-2019, as data regarding in vitro virus inhibition and efficacy in preclinical animal studies are still not available.",研究方向:Pharmacology & Pharmacy,文献类型:Review; Early Access,APR 2020,National Key R&D Program of China ,"作者:Du, YX (Du Yin-Xiao)[ 1,2,3 ] ; Chen, XP (Chen Xiao-Ping)[ 1,2,3 ]",CLINICAL PHARMACOLOGY & THERAPEUTICS,"Cent South Univ, Xiangya Hosp, Dept Clin Pharmacol, Changsha, Hunan, Peoples R China.
Cent South Univ, Inst Clin Pharmacol, Hunan Key Lab Pharmacogenet, Changsha, Hunan, Peoples R China.
Cent South Univ, Xiangya Hosp, Natl Clin Res Ctr Geriatr Disorders, Changsha, Hunan, Peoples R China.
[ 1 ] Cent South Univ, Xiangya Hosp, Dept Clin Pharmacol, Changsha, Hunan, Peoples R China
[ 2 ] Cent South Univ, Inst Clin Pharmacol, Hunan Key Lab Pharmacogenet, Changsha, Hunan, Peoples R China
[ 3 ] Cent South Univ, Xiangya Hosp, Natl Clin Res Ctr Geriatr Disorders, Changsha, Hunan, Peoples R China
",Favipiravir: Pharmacokinetics and Concerns About Clinical Trials for 2019-nCoV Infection
