abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
,,文献类型:Letter,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25752,Potentially repurposing adamantanes for COVID-19,"作者:Cimolai, N (Cimolai, Nevio)[ 1 ]",研究方向:Virology,,出版年: JUN 2020,"Univ British Columbia, Childrens & Womens Hlth Ctr British Columbia, Fac Med, 4480 Oak St, Vancouver, BC V6H 3V4, Canada.
[ 1 ] Univ British Columbia, Childrens & Womens Hlth Ctr British Columbia, Fac Med, 4480 Oak St, Vancouver, BC V6H 3V4, Canada
"
,,文献类型:Editorial Material,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25720,Facing the COVID-19 outbreak: What should we know and what could we do?,"作者:Yang, Y (Yang, Yi)[ 1 ] ; Shang, WL (Shang, Weilong)[ 1 ] ; Rao, XC (Rao, Xiancai)[ 1 ]",研究方向:Virology,Biosafety Research Program of PLA ,出版年: JUN 2020,"Third Mil Med Univ, Army Med Univ, Key Lab Microbial Engn Educ Comm Chongqing, Dept Microbiol,Coll Basic Med Sci, 30 Gaotanyan St, Chongqing 400038, Peoples R China.
[ 1 ] Third Mil Med Univ, Army Med Univ, Key Lab Microbial Engn Educ Comm Chongqing, Dept Microbiol,Coll Basic Med Sci, 30 Gaotanyan St, Chongqing 400038, Peoples R China
"
,,文献类型:Editorial Material,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25721,Combination of RT-qPCR testing and clinical features for diagnosis of COVID-19 facilitates management of SARS-CoV-2 outbreak,"作者:Wang, YS (Wang, Yishan)[ 1 ] ; Kang, HYJ (Kang, Hanyujie)[ 1 ] ; Liu, XF (Liu, Xuefeng)[ 2 ] ; Tong, ZH (Tong, Zhaohui)[ 1 ]",研究方向:Virology,,出版年: JUN 2020,"Capital Med Univ, Beijing Inst Resp Med, Beijing Chao Yang Hosp, Dept Resp & Crit Care Med, Beijing 100020, Peoples R China.
Georgetown Univ, Med Ctr, Dept Pathol, Washington, DC 20057 USA.
[ 1 ] Capital Med Univ, Beijing Inst Resp Med, Beijing Chao Yang Hosp, Dept Resp & Crit Care Med, Beijing 100020, Peoples R China
[ 2 ] Georgetown Univ, Med Ctr, Dept Pathol, Washington, DC 20057 USA
"
"摘要
Since December 2019, a series of unexplained pneumonia cases have been reported in Wuhan, China. On 12 January 2020, the World Health Organization (WHO) temporarily named this new virus as the 2019 novel coronavirus (2019-nCoV). On 11 February 2020, the WHO officially named the disease caused by the 2019-nCoV as coronavirus disease (COVID-19). The COVID-19 epidemic is spreading all over the world, especially in China. Based on the published evidence, we systematically discuss the characteristics of COVID-19 in the hope of providing a reference for future studies and help for the prevention and control of the COVID-19 epidemic.",作者关键词:2019-nCoV; coronavirus; COVID-19; epidemiology; pneumonia; SARS-CoV-2,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25722,Understanding of COVID-19 based on current evidence,"作者:Sun, PF (Sun, Pengfei)[ 1 ] ; Lu, XH (Lu, Xiaosheng)[ 2 ] ; Xu, C (Xu, Chao)[ 1 ] ; Sun, WJ (Sun, Wenjuan)[ 3 ] ; Pan, B (Pan, Bo)[ 4 ]",研究方向:Virology,,出版年: JUN 2020,"Chinese Acad Med Sci, Peking Union Med Coll, Plast Surg Hosp, Dept Plast Surg, Bada Rd, Beijing 100144, Peoples R China.
[ 1 ] Zibo Cent Hosp, Dept Plast Surg, Zibo, Peoples R China
[ 2 ] Weifang Med Univ, Affiliated Hosp, Dept Plast Surg, Weifang, Peoples R China
[ 3 ] Peoples Hosp Boxing, Dept Med, Binzhou, Peoples R China
[ 4 ] Chinese Acad Med Sci, Peking Union Med Coll, Plast Surg Hosp, Dept Plast Surg, Bada Rd, Beijing 100144, Peoples R China
"
"摘要
Following the severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV), another highly pathogenic coronavirus named SARS-CoV-2 (previously known as 2019-nCoV) emerged in December 2019 in Wuhan, China, and rapidly spreads around the world. This virus shares highly homological sequence with SARS-CoV, and causes acute, highly lethal pneumonia coronavirus disease 2019 (COVID-19) with clinical symptoms similar to those reported for SARS-CoV and MERS-CoV. The most characteristic symptom of patients with COVID-19 is respiratory distress, and most of the patients admitted to the intensive care could not breathe spontaneously. Additionally, some patients with COVID-19 also showed neurologic signs, such as headache, nausea, and vomiting. Increasing evidence shows that coronaviruses are not always confined to the respiratory tract and that they may also invade the central nervous system inducing neurological diseases. The infection of SARS-CoV has been reported in the brains from both patients and experimental animals, where the brainstem was heavily infected. Furthermore, some coronaviruses have been demonstrated able to spread via a synapse-connected route to the medullary cardiorespiratory center from the mechanoreceptors and chemoreceptors in the lung and lower respiratory airways. Considering the high similarity between SARS-CoV and SARS-CoV2, it remains to make clear whether the potential invasion of SARS-CoV2 is partially responsible for the acute respiratory failure of patients with COVID-19. Awareness of this may have a guiding significance for the prevention and treatment of the SARS-CoV-2-induced respiratory failure.",作者关键词:cell susceptibility; coronavirus; dissemination; nervous system,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25728,The neuroinvasive potential of SARS-CoV2 may play a role in the respiratory failure of COVID-19 patients,"作者:Li, YC (Li, Yan-Chao)[ 1 ] ; Bai, WZ (Bai, Wan-Zhu)[ 2 ] ; Hashikawa, T (Hashikawa, Tsutomu)[ 3 ]",研究方向:Virology,,出版年: JUN 2020,"Jilin Univ, Dept Histol & Embryol, Coll Basic Med Sci, Norman Bethune Coll Med, Changchun 130021, Jilin, Peoples R China.
[ 1 ] Jilin Univ, Dept Histol & Embryol, Coll Basic Med Sci, Norman Bethune Coll Med, Changchun 130021, Jilin, Peoples R China
[ 2 ] China Acad Chinese Med Sci, Inst Acupuncture & Moxibust, Beijing, Peoples R China
[ 3 ] RIKEN Brain Sci Inst, Adv Technol Dev Grp, Neural Architecture, Saitama, Japan
"
"摘要
In the past few decades, coronaviruses have risen as a global threat to public health. Currently, the outbreak of coronavirus disease-19 (COVID-19) from Wuhan caused a worldwide panic. There are no specific antiviral therapies for COVID-19. However, there are agents that were used during the severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) epidemics. We could learn from SARS and MERS. Lopinavir (LPV) is an effective agent that inhibits the protease activity of coronavirus. In this review, we discuss the literature on the efficacy of LPV in vitro and in vivo, especially in patients with SARS and MERS, so that we might clarify the potential for the use of LPV in patients with COVID-19.",作者关键词:coronavirus; COVID-19; lopinavir; MERS; SARS,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25729,A systematic review of lopinavir therapy for SARS coronavirus and MERS coronavirus-A possible reference for coronavirus disease-19 treatment option,"作者:Yao, TT (Yao, Tian-Tian)[ 1,2 ] ; Qian, JD (Qian, Jian-Dan)[ 1,2 ] ; Zhu, WY (Zhu, Wen-Yan)[ 1,2 ] ; Wang, Y (Wang, Yan)[ 1,2 ] ; Wang, GQ (Wang, Gui-Qiang)[ 1,2,3,4 ]",研究方向:Virology,National Natural Science Foundation of China,出版年: JUN 2020,"Peking Univ, Hosp 1, Dept Infect Dis, 8 Xishiku St, Beijing 100034, Peoples R China.
[ 1 ] Peking Univ, Hosp 1, Dept Infect Dis, 8 Xishiku St, Beijing 100034, Peoples R China
[ 2 ] Peking Univ, Hosp 1, Ctr Liver Dis, Beijing, Peoples R China
[ 3 ] Zhejiang Univ, Collaborat Innovat Ctr Diag & Treatment Infect Di, Hangzhou, Zhejiang, Peoples R China
[ 4 ] Peking Univ, Int Hosp, Beijing, Peoples R China
"
"摘要
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) cause china epidemics with high morbidity and mortality, the infection has been transmitted to other countries. About three neonates and more than 230 children cases are reported. The disease condition of the main children was mild. There is currently no evidence that SARS-CoV-2 can be transmitted transplacentally from mother to the newborn. The treatment strategy for children with Coronavirus disease (COVID-19) is based on adult experience. Thus far, no deaths have been reported in the pediatric age group. This review describes the current understanding of COVID-19 infection in newborns and children.",,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25740,Coronavirus disease (COVID-19) and neonate: What neonatologist need to know,"作者:Lu, Q (Lu, Qi)[ 1 ] ; Shi, Y (Shi, Yuan)[ 1 ]",研究方向:Virology,,出版年: JUN 2020,"Chongqing Med Univ, Childrens Hosp, Key Lab Child Dev & Disorders, Minist Educ,Dept Neonatol,Key Lab Pediat Chongqin, Chongqing 400014, Peoples R China.
[ 1 ] Chongqing Med Univ, Childrens Hosp, Key Lab Child Dev & Disorders, Minist Educ,Dept Neonatol,Key Lab Pediat Chongqin, Chongqing 400014, Peoples R China
"
"摘要
The aim of this study was to analyze the clinical data, discharge rate, and fatality rate of COVID-19 patients for clinical help. The clinical data of COVID-19 patients from December 2019 to February 2020 were retrieved from four databases. We statistically analyzed the clinical symptoms and laboratory results of COVID-19 patients and explained the discharge rate and fatality rate with a single-arm meta-analysis. The available data of 1994 patients in 10 literatures were included in our study. The main clinical symptoms of COVID-19 patients were fever (88.5%), cough (68.6%), myalgia or fatigue (35.8%), expectoration (28.2%), and dyspnea (21.9%). Minor symptoms include headache or dizziness (12.1%), diarrhea (4.8%), nausea and vomiting (3.9%). The results of the laboratory showed that the lymphocytopenia (64.5%), increase of C-reactive protein (44.3%), increase of lactic dehydrogenase (28.3%), and leukocytopenia (29.4%) were more common. The results of single-arm meta-analysis showed that the male took a larger percentage in the gender distribution of COVID-19 patients 60% (95% CI [0.54, 0.65]), the discharge rate of COVID-19 patients was 52% (95% CI [0.34,0.70]), and the fatality rate was 5% (95% CI [0.01,0.11]).",作者关键词:2019-nCoV; clinical characteristics; COVID-19; discharge rate; fatality rate; meta-analysis,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25757,"COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis","作者:Li, LQ (Li, Long-quan)[ 1,2,3 ] ; Huang, T (Huang, Tian)[ 1,2,3 ] ; Wang, YQ (Wang, Yong-qing)[ 4 ] ; Wang, ZP (Wang, Zheng-ping)[ 5 ] ; Liang, Y (Liang, Yuan)[ 1,2,3 ] ; Huang, TB (Huang, Tao-bi)[ 1,2,3 ] ; Zhang, HY (Zhang, Hui-yun)[ 1,2,3 ] ; Sun, WM (Sun, Weiming)[ 6 ] ; Wang, YP (Wang, Yuping)[ 2,3 ]",研究方向:Virology,Natural Science Foundation of Gansu Province ,出版年: JUN 2020,"Lanzhou Univ, Hosp 1, Dept Endocrinol, 1 West Donggang Rd, Lanzhou 730000, Peoples R China.
Lanzhou Univ, Hosp 1, Dept Gastroenterol, Key Lab Gastrointestinal Dis Gansu Prov, 1 West Donggang Rd, Lanzhou 730000, Gansu, Peoples R China.
[ 1 ] Lanzhou Univ, Clin Med Sch 1, Lanzhou, Peoples R China
[ 2 ] Lanzhou Univ, Hosp 1, Depat Gastroenterol, Lanzhou, Peoples R China
[ 3 ] Lanzhou Univ, Hosp 1, Key Lab Gastrointestinal Dis Gansu Prov, Lanzhou, Peoples R China
[ 4 ] Gansu Prov Hosp, Day Diagnost Ctr, Lanzhou, Peoples R China
[ 5 ] Gansu Univ Chinese Med, Clin Coll Chinese Med, Lanzhou, Peoples R China
[ 6 ] Lanzhou Univ, Hosp 1, Dept Endocrinol, 1 West Donggang Rd, Lanzhou 730000, Peoples R China
"
"摘要
From the beginning of 2002 and 2012, severe respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV) crossed the species barriers to infect humans, causing thousands of infections and hundreds of deaths, respectively. Currently, a novel coronavirus (SARS-CoV-2), which has become the cause of the outbreak of Coronavirus Disease 2019 (COVID-19), was discovered. Until 18 February 2020, there were 72 533 confirmed COVID-19 cases (including 10 644 severe cases) and 1872 deaths in China. SARS-CoV-2 is spreading among the public and causing substantial burden due to its human-to-human transmission. However, the intermediate host of SARS-CoV-2 is still unclear. Finding the possible intermediate host of SARS-CoV-2 is imperative to prevent further spread of the epidemic. In this study, we used systematic comparison and analysis to predict the interaction between the receptor-binding domain (RBD) of coronavirus spike protein and the host receptor, angiotensin-converting enzyme 2 (ACE2). The interaction between the key amino acids of S protein RBD and ACE2 indicated that, other than pangolins and snakes, as previously suggested, turtles (Chrysemys picta bellii, Chelonia mydas, and Pelodiscus sinensis) may act as the potential intermediate hosts transmitting SARS-CoV-2 to humans.",作者关键词:angiotensin-converting enzyme 2 (ACE2); Coronavirus Disease 2019 (COVID-19); receptor-binding domain (RBD) of coronavirus; SARS-CoV-2; SARS-CoV-2 spike protein (S),文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25726,Composition and divergence of coronavirus spike proteins and host ACE2 receptors predict potential intermediate hosts of SARS-CoV-2,"作者:Liu, ZX (Liu, Zhixin)[ 1,2,3 ] ; Xiao, X (Xiao, Xiao)[ 1 ] ; Wei, XL (Wei, Xiuli)[ 1 ] ; Li, J (Li, Jian)[ 1 ] ; Yang, J (Yang, Jing)[ 1 ] ; Tan, HB (Tan, Huabing)[ 1 ] ; Zhu, JY (Zhu, Jianyong)[ 1 ] ; Zhang, QW (Zhang, Qiwei)[ 4,5 ] ; Wu, JG (Wu, Jianguo)[ 2,3,4 ] ; Liu, L (Liu, Long)[ 1 ]",研究方向:Virology,National Natural Science Foundation of China,出版年: JUN 2020,"Hubei Univ Med, Renmin Hosp, Sch Basic Med Sci, Dept Resp,Dept Infect Dis, Shiyan 442000, Peoples R China.
Jinan Univ, Inst Med Microbiol, Guangdong Prov Key Lab Virol, Guangzhou 510632, Peoples R China.
[ 1 ] Hubei Univ Med, Renmin Hosp, Sch Basic Med Sci, Dept Resp,Dept Infect Dis, Shiyan 442000, Peoples R China
[ 2 ] Wuhan Univ, State Key Lab Virol, Wuhan, Peoples R China
[ 3 ] Wuhan Univ, Coll Life Sci, Wuhan, Peoples R China
[ 4 ] Jinan Univ, Inst Med Microbiol, Guangdong Prov Key Lab Virol, Guangzhou 510632, Peoples R China
[ 5 ] Southern Med Univ, Sch Publ Hlth, Guangzhou, Peoples R China
"
"摘要
To investigate the evolutionary history of the recent outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China, a total of 70 genomes of virus strains from China and elsewhere with sampling dates between 24 December 2019 and 3 February 2020 were analyzed. To explore the potential intermediate animal host of the SARS-CoV-2 virus, we reanalyzed virome data sets from pangolins and representative SARS-related coronaviruses isolates from bats, with particular attention paid to the spike glycoprotein gene. We performed phylogenetic, split network, transmission network, likelihood-mapping, and comparative analyses of the genomes. Based on Bayesian time-scaled phylogenetic analysis using the tip-dating method, we estimated the time to the most recent common ancestor and evolutionary rate of SARS-CoV-2, which ranged from 22 to 24 November 2019 and 1.19 to 1.31 x 10(-3) substitutions per site per year, respectively. Our results also revealed that the BetaCoV/bat/Yunnan/RaTG13/2013 virus was more similar to the SARS-CoV-2 virus than the coronavirus obtained from the two pangolin samples (SRR10168377 and SRR10168378). We also identified a unique peptide (PRRA) insertion in the human SARS-CoV-2 virus, which may be involved in the proteolytic cleavage of the spike protein by cellular proteases, and thus could impact host range and transmissibility. Interestingly, the coronavirus carried by pangolins did not have the RRAR motif. Therefore, we concluded that the human SARS-CoV-2 virus, which is responsible for the recent outbreak of COVID-19, did not come directly from pangolins.",作者关键词:COVID-19; cross-species transmission; evolutionary rate; potential intermediate animal host; SARS-CoV-2; TMRCA,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25731,"Evolutionary history, potential intermediate animal host, and cross-species analyses of SARS-CoV-2","作者:Li, XG (Li, Xingguang)[ 1 ] ; Zai, JJ (Zai, Junjie)[ 2 ] ; Zhao, Q (Zhao, Qiang)[ 3 ] ; Nie, Q (Nie, Qing)[ 4 ] ; Li, Y (Li, Yi)[ 1 ] ; Foley, BT (Foley, Brian T.)[ 5 ] ; Chaillon, A (Chaillon, Antoine)[ 6 ]",研究方向:Virology,National Natural Science Foundation of China,出版年: JUN 2020,"Wuhan Univ Bioengn, Hubei Engn Res Ctr Viral Vector, Wuhan 430415, Peoples R China.
Los Alamos Natl Lab, HIV Databases Theoret Biol & Biophys Grp, Los Alamos, NM 87544 USA.
Univ Calif San Diego, Dept Med, La Jolla, CA 92093 USA.
[ 1 ] Wuhan Univ Bioengn, Hubei Engn Res Ctr Viral Vector, Wuhan 430415, Peoples R China
[ 2 ] Ningbo Univ, Sch Med, Immunol Innovat Team, Ningbo, Peoples R China
[ 3 ] Tianjin Canc Hosp, Airport Hosp, Airport Ctr, Precis Canc Ctr, Tianjin, Peoples R China
[ 4 ] Weifang Ctr Dis Control & Prevent, Dept Microbiol, Weifang, Peoples R China
[ 5 ] Los Alamos Natl Lab, HIV Databases Theoret Biol & Biophys Grp, Los Alamos, NM 87544 USA
[ 6 ] Univ Calif San Diego, Dept Med, La Jolla, CA 92093 USA
"
"摘要
2019 novel coronavirus (SARS-CoV-2), which originated in Wuhan, China, has attracted the world's attention over the last month. The Chinese government has taken emergency measures to control the outbreak and has undertaken initial steps in the diagnosis and treatment of 2019 novel coronavirus infection disease (COVID-19). However, SARS-CoV-2 possesses powerful pathogenicity as well as transmissibility and still holds many mysteries that are yet to be solved, such as whether the virus can be transmitted by asymptomatic patients or by mothers to their infants. Our research presents selected available cases of COVID-19 in China to better understand the transmission and diagnosis regarding this infectious disease.",作者关键词:COVID-19; diagnosis; novel coronavirus; SARS-CoV-2; transmission,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25749,The transmission and diagnosis of 2019 novel coronavirus infection disease (COVID-19): A Chinese perspective,"作者:Han, Y (Han, Yu)[ 1 ] ; Yang, HL (Yang, Hailan)[ 2 ]",研究方向:Virology,,出版年: JUN 2020,"Shanxi Med Univ, Hosp 1, Dept Obstet, Taiyuan 030001, Shanxi, Peoples R China.
[ 1 ] Shanxi Med Univ, Dept Clin Med Coll 1, Taiyuan, Shanxi, Peoples R China
[ 2 ] Shanxi Med Univ, Hosp 1, Dept Obstet, Taiyuan 030001, Shanxi, Peoples R China
"
"摘要
Using the parameterized susceptible-exposed-infectious-recovered model, we simulated the spread dynamics of coronavirus disease 2019 (COVID-19) outbreak and impact of different control measures, conducted the sensitivity analysis to identify the key factor, plotted the trend curve of effective reproductive number (R), and performed data fitting after the simulation. By simulation and data fitting, the model showed the peak existing confirmed cases of 59 769 arriving on 15 February 2020, with the coefficient of determination close to 1 and the fitting bias 3.02%, suggesting high precision of the data-fitting results. More rigorous government control policies were associated with a slower increase in the infected population. Isolation and protective procedures would be less effective as more cases accrue, so the optimization of the treatment plan and the development of specific drugs would be of more importance. There was an upward trend of R in the beginning, followed by a downward trend, a temporary rebound, and another continuous decline. The feature of high infectiousness for severe acute respiratory syndrome coronavirus 2(SARS-CoV-2) led to an upward trend, and government measures contributed to the temporary rebound and declines. The declines of R could be exploited as strong evidence for the effectiveness of the interventions. Evidence from the four-phase stringent measures showed that it was significant to ensure early detection, early isolation, early treatment, adequate medical supplies, patients' being admitted to designated hospitals, and comprehensive therapeutic strategy. Collaborative efforts are required to combat the novel coronavirus, focusing on both persistent strict domestic interventions and vigilance against exogenous imported cases.",作者关键词:basic reproductive number; COVID-19; data fitting; data simulation; effective reproductive number; effectiveness; intervention; SARS-CoV-2; SEIR; sensitivity analysis; transmission,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25750,Transmission dynamics of the COVID-19 outbreak and effectiveness of government interventions: A data-driven analysis,"作者:Fang, YQ (Fang, Yaqing)[ 1 ] ; Nie, YT (Nie, Yiting)[ 2 ] ; Penny, M (Penny, Marshare)[ 3 ]",研究方向:Virology,,出版年: JUN 2020,"Hangzhou Med Coll, Sch Publ Hlth, Hangzhou 310053, Zhejiang, Peoples R China.
[ 1 ] Hangzhou Med Coll, Sch Publ Hlth, Hangzhou 310053, Zhejiang, Peoples R China
[ 2 ] Harbin Med Univ, Grad Sch, Harbin, Peoples R China
[ 3 ] Calif Baptist Univ, Dept Publ Hlth Sci, Riverside, CA USA
"
"摘要
Background Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an emerging disease with fatal outcomes. In this study, a fundamental knowledge gap question is to be resolved by evaluating the differences in biological and pathogenic aspects of SARS-CoV-2 and the changes in SARS-CoV-2 in comparison with the two prior major COV epidemics, SARS and Middle East respiratory syndrome (MERS) coronaviruses.

Methods The genome composition, nucleotide analysis, codon usage indices, relative synonymous codons usage, and effective number of codons (ENc) were analyzed in the four structural genes; Spike (S), Envelope (E), membrane (M), and Nucleocapsid (N) genes, and two of the most important nonstructural genes comprising RNA-dependent RNA polymerase and main protease (Mpro) of SARS-CoV-2, Beta-CoV from pangolins, bat SARS, MERS, and SARS CoVs.

Results SARS-CoV-2 prefers pyrimidine rich codons to purines. Most high-frequency codons were ending with A or T, while the low frequency and rare codons were ending with G or C. SARS-CoV-2 structural proteins showed 5 to 20 lower ENc values, compared with SARS, bat SARS, and MERS CoVs. This implies higher codon bias and higher gene expression efficiency of SARS-CoV-2 structural proteins. SARS-CoV-2 encoded the highest number of over-biased and negatively biased codons. Pangolin Beta-CoV showed little differences with SARS-CoV-2 ENc values, compared with SARS, bat SARS, and MERS CoV.

Conclusion Extreme bias and lower ENc values of SARS-CoV-2, especially in Spike, Envelope, and Mpro genes, are suggestive for higher gene expression efficiency, compared with SARS, bat SARS, and MERS CoVs.",作者关键词:codon bias; COVID-19; MERS CoV; nonstructural protein; preferred codons; SARS-CoV-2,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25754,From SARS and MERS CoVs to SARS-CoV-2: Moving toward more biased codon usage in viral structural and nonstructural genes,"作者:Kandeel, M (Kandeel, Mahmoud)[ 1,2 ] ; Ibrahim, A (Ibrahim, Abdelazim)[ 3,4 ] ; Fayez, M (Fayez, Mahmoud)[ 5,6 ] ; Al-Nazawi, M (Al-Nazawi, Mohammed)[ 1 ]",研究方向:Virology,"Deanship of Scientific Research, King Faisal University, Research Groups Track9 ",出版年: JUN 2020,"King Faisal Univ, Coll Vet Med, Dept Biomed Sci, Al Hufuf 31982, Al Ahsa, Saudi Arabia.
[ 1 ] King Faisal Univ, Dept Biomed Sci, Coll Vet Med, Al Hofuf, Egypt
[ 2 ] Kafrelshikh Univ, Dept Pharmacol, Fac Vet Med, Kafrelshikh, Egypt
[ 3 ] King Faisal Univ, Dept Pathol, Coll Vet Med, Al Hufuf, Saudi Arabia
[ 4 ] Suez Canal Univ, Dept Pathol, Fac Vet Med, Ismailia, Egypt
[ 5 ] Minist Agr, Al Ahsa Vet Diagnost Lab, Al Hasa, Saudi Arabia
[ 6 ] Vet Serum & Vaccine Inst, Cairo, Egypt
"
"摘要
The emergence and spread of 2019 novel coronavirus-infected pneumonia (COVID-19) from Wuhan, China, it has spread globally. We extracted the data on 14 patients with laboratory-confirmed COVID-19 from Jinhua Municipal Central hospital through 27 January 2020. We found that compared to pharyngeal swab specimens, nucleic acid detection of COVID-19 in fecal specimens was equally accurate. And we found that patients with a positive stool test did not experience gastrointestinal symptoms and had nothing to do with the severity of the lung infection. These results may help to understand the clinical diagnosis and the changes in clinical parameters of COVID-19.",作者关键词:coronavirus; dissemination; nervous system; pathogenesis; virus classification,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25742,Fecal specimen diagnosis 2019 novel coronavirus-infected pneumonia,"作者:Zhang, JC (Zhang, JingCheng)[ 1 ] ; Wang, SB (Wang, SaiBin)[ 1 ] ; Xue, YD (Xue, YaDong)[ 1 ]",研究方向:Virology,,出版年: JUN 2020,"Zhejiang Univ, Jinhua Hosp, Jinhua Municipal Cent Hosp, Dept Respirat, Jinhua 321000, Zhejiang, Peoples R China.
[ 1 ] Zhejiang Univ, Jinhua Hosp, Jinhua Municipal Cent Hosp, Dept Respirat, Jinhua 321000, Zhejiang, Peoples R China
"
"摘要
Coronavirus disease 2019 (COVID-19) caused by the severe acute respiratory syndrome coronavirus 2 has become an important public health issue in the world. More than 118 000 cases were confirmed around the world. The main clinical manifestations were respiratory symptoms and occasional gastrointestinal symptoms. However, there is no unified standard for the diagnosis and treatment of COVID-19. In the retrospective analysis, we report nine cases of COVID-19, describe the history of contact, clinical manifestations, the course of diagnosis and clinical treatment before, during and after treatment.",作者关键词:COVID-19; respiratory symptoms; SARS-CoV-2,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25755,A report of clinical diagnosis and treatment of nine cases of coronavirus disease 2019,"作者:Chen, Q (Chen, Qing)[ 1 ] ; Quan, B (Quan, Bin)[ 2 ] ; Li, XN (Li, Xiaoning)[ 3 ] ; Gao, GJ (Gao, Guangjian)[ 1 ] ; Zheng, WQ (Zheng, Wenqiang)[ 1 ] ; Zhang, J (Zhang, Jun)[ 4 ] ; Zhang, ZY (Zhang, Zhiyun)[ 5 ] ; Liu, CS (Liu, Chunsheng)[ 3 ] ; Li, L (Li, Li)[ 3 ] ; Wang, CL (Wang, Chenglin)[ 3 ] ...更多内容",研究方向:Virology,Natural Science Foundation of Anhui Province,出版年: JUN 2020,"Wanan Med Coll, Affiliated Hosp 1, Dept Infect Dis, Zheshan West Rd, Wuhu 241001, Anhui, Peoples R China.
Wanan Med Coll, Affiliated Hosp 1, Dept Clin Lab, Zheshan West Rd, Wuhu 241001, Anhui, Peoples R China.
[ 1 ] Wanan Med Coll, Affiliated Hosp 1, Dept Nucl Med, Wuhu, Anhui, Peoples R China
[ 2 ] Wanan Med Coll, Affiliated Hosp 1, Dept Infect Dis, Zheshan West Rd, Wuhu 241001, Anhui, Peoples R China
[ 3 ] Wanan Med Coll, Affiliated Hosp 1, Dept Clin Lab, Zheshan West Rd, Wuhu 241001, Anhui, Peoples R China
[ 4 ] Wanan Med Coll, Affiliated Hosp 1, Dept Clin Blood Lab, Wuhu, Anhui, Peoples R China
[ 5 ] Wanan Med Coll, Affiliated Hosp 1, Dept Nursing, Wuhu, Anhui, Peoples R China
[ 6 ] Wanan Med Coll, Affiliated Hosp 1, Dept Pathol, Wuhu, Anhui, Peoples R China
"
